DROP	nakshatra	none	6	7
MERGE	Neutrino Bremsstrahlung	bremsstrahlung-radiation	6	7
KEEP	neutrino interaction	none	6	7
MERGE	Neutrino Process	stellar-evolution	6	7
KEEP	Newton's Universal Theory of Gravity		6	7
MERGE	Newtonian Cosmology	cosmology	6	7
KEEP	Nordtvedt Effect	none	6	7
KEEP	North Polar Spur	none	6	7
KEEP	Nuclear Fusion	none	6	7
KEEP	Opacity	none	6	7
KEEP	Packing Fraction	none	6	7
KEEP	Pair Annihilation	none	6	7
DROP	Pan	none	6	7
KEEP	Paschen-Back Effect	none	6	7
KEEP	Perfect Gas	none	6	7
MERGE	Perigalacticon	periapsis	6	7
MERGE	Photoneutrinos	stellar-evolution	6	7
MERGE	Physical keys to cosmology	cosmology	6	7
DROP	piezoelectric effect	none	6	7
MERGE	Planck radiation formula	blackbody-radiation	6	7
KEEP	Planck Time	none	6	7
MERGE	Planck's Radiation Law	blackbody-radiation	6	7
KEEP	Ptolemy	none	6	7
DROP	Saturn (launch vehicle)	none	6	7
KEEP	SETI	none	6	7
DROP	Shavit	none	6	7
DROP	space elevator	none	6	7
KEEP	space exploration	none	6	7
DROP	space shuttle	none	6	7
DROP	space tourism	none	6	7
DROP	space-based solar power	none	6	7
KEEP	Space-Time	none	6	7
MERGE	Space-Time Continuum	Space-Time	6	7
MERGE	Space-Time Foam	Space-Time	6	7
DROP	Spacecraft	none	6	7
DROP	SpaceShipOne	none	6	7
MERGE	Standard Model of Cosmology	concordance-model	6	7
KEEP	Supergravity	none	6	7
KEEP	Surface Gravity		6	7
KEEP	Tropic of Capricorn	none	6	7
MERGE	Tycho	Ptolemy	6	7
KEEP	Aberration, Annual	none	5	7
KEEP	Aberration, Planetary	none	5	7
KEEP	Ablation	none	5	7
KEEP	Absolute Luminosity		5	7
KEEP	Absolute Magnitude	none	5	7
KEEP	Absolute Temperature		5	7
KEEP	Absorption of Radiation		5	7
KEEP	Accelerating Universe	none	5	7
MERGE	Acceleration	velocity	5	7
KEEP	Accretion	none	5	7
KEEP	Accumulation Theory	none	5	7
KEEP	Actinic Radiation	none	5	7
DROP	Action	none	5	7
DROP	Action-at-a-Distance	none	5	7
KEEP	Active Optics	none	5	7
KEEP	Adaptive Optics	none	5	7
DROP	Adhesion	none	5	7
KEEP	Advance of the Perihelion	none	5	7
KEEP	Advection	none	5	7
MERGE	Airy Diffraction Disk	airy-disk	5	7
KEEP	Albedo	none	5	7
KEEP	Aldebaran	none	5	7
KEEP	Allende meteorite	none	5	7
KEEP	Almagest	none	5	7
DROP	Amagat	none	5	7
DROP	Ampere	none	5	7
KEEP	Anamorphic Magnification		5	7
KEEP	Angular Acceleration	none	5	7
KEEP	Angular Diameter	none	5	7
MERGE	Angular Dispersion	angular-diameter	5	7
MERGE	Angular Displacement	angular-diameter	5	7
KEEP	Angular Frequency	none	5	7
KEEP	Angular Momentum	none	5	7
KEEP	Angular Resolution	none	5	7
MERGE	Angular Size	angular-diameter	5	7
KEEP	Annihilation	none	5	7
KEEP	Annual Variation	none	5	7
KEEP	Antapex	none	5	7
KEEP	Antares	none	5	7
KEEP	Antenna Temperature	none	5	7
MERGE	Anti-Neutrino	neutron	5	7
KEEP	Anti-Reflection Coating	none	5	7
MERGE	Anticenter	galactic-anti-centre	5	7
KEEP	AO Cassiopeiae		5	7
KEEP	Apodization	none	5	7
KEEP	Apparent Magnitude	none	5	7
KEEP	Apparition	none	5	7
KEEP	Aristarchus of Samos	none	5	7
MERGE	Arm Population	population-i	5	7
MERGE	Association	stellar-association	5	7
DROP	Association of Universities for Research in Astronomy	none	5	7
KEEP	Astration	none	5	7
KEEP	Astrochemistry	none	5	7
KEEP	Astronomer	none	5	7
KEEP	Astronomical Survey	none	5	7
KEEP	Astronomical Twilight	none	5	7
DROP	Atlas	none	5	7
KEEP	Atmosphere	none	5	7
KEEP	Atmospheric Dispersion Corrector	none	5	7
KEEP	Atmospheric Extinction	none	5	7
KEEP	Atomic Mass Number	none	5	7
KEEP	Atomic Mass Unit	none	5	7
KEEP	Atomic Number	none	5	7
MERGE	Atomic Second	second	5	7
KEEP	Atomic spectra	none	5	7
MERGE	Atomic Structure	atom	5	7
MERGE	Atomic structure concepts	atom	5	7
DROP	Atomic Theory	none	5	7
MERGE	Atomic Time	coordinated-universal-time	5	7
MERGE	Atomic Weight	atomic-mass-number	5	7
DROP	Augmentation	none	5	7
MERGE	Auto-Ionization	ionisation	5	7
KEEP	Axion	none	5	7
MERGE	B Cassiopeiae	constellation	5	7
DROP	b-Lines	none	5	7
KEEP	Background Count	none	5	7
KEEP	Background Radiation	none	5	7
KEEP	Baily's Beads	none	5	7
DROP	Bar	none	5	7
KEEP	Barnard's Star	none	5	7
DROP	BCD	none	5	7
DROP	Bendis	none	5	7
DROP	Billion	none	5	7
KEEP	Bohr magneton		5	7
KEEP	Bolide	none	5	7
KEEP	Boltzmann Constant	none	5	7
MERGE	Bond Albedo	albedo	5	7
DROP	Brane	none	5	7
MERGE	brehmsstrahlung radiation	bremsstrahlung-radiation	5	7
KEEP	Bremsstrahlung	none	5	7
DROP	Brilliancy	none	5	7
DROP	Bromine	none	5	7
DROP	Canonical	none	5	7
DROP	CDM	none	5	7
DROP	Chang'e (deity)	none	5	7
KEEP	Chaotic Inflation	none	5	7
DROP	Charge	none	5	7
DROP	charge, electric	none	5	7
DROP	Chemical Clock	none	5	7
MERGE	Chemical Elements	element	5	7
KEEP	Chromatic Aberration	none	5	7
KEEP	Collimate	none	5	7
MERGE	Compound lens	telescope	5	7
