KEEP	PC		9	8
DROP	Phase Space	N/A	9	8
DROP	Phoenix (space probe)	N/A	9	8
DROP	Pioneer Spaceprobes	N/A	9	8
DROP	Saule	N/A	9	8
DROP	SLAC	N/A	9	8
KEEP	Space	N/A	9	8
DROP	SPAN	N/A	9	8
DROP	Sparticles	N/A	9	8
KEEP	Spicule	N/A	9	8
DROP	State Space	N/A	9	8
DROP	Subspace	N/A	9	8
DROP	Superspace	N/A	9	8
KEEP	A Star		8	8
MERGE	Aberration	Aberration	8	8
MERGE	Achilles	trojan-asteroids	8	8
KEEP	Adiabatic Demagnetization		8	8
MERGE	Aerolite	meteorite	8	8
KEEP	Akari	N/A	8	8
KEEP	Alcor	N/A	8	8
KEEP	Am Stars		8	8
DROP	Amaterasu	N/A	8	8
MERGE	Andromeda I, II, III	andromeda-galaxy	8	8
MERGE	Annual Parallax	trigonometric-parallax	8	8
KEEP	Anomalous Expansion		8	8
MERGE	Anomaly	orbit	8	8
MERGE	Antenna Gain	radio-telescope	8	8
KEEP	Apex	N/A	8	8
MERGE	Apollo	apollo-asteroids	8	8
DROP	Apollo 11	N/A	8	8
DROP	Apollo 13	N/A	8	8
DROP	Apollo 17	N/A	8	8
KEEP	Apollo Asteroid	N/A	8	8
KEEP	Aquila	N/A	8	8
DROP	Ariane	N/A	8	8
KEEP	Aries	N/A	8	8
DROP	Atum	N/A	8	8
MERGE	Autumn	autumnal-equinox	8	8
KEEP	Avalanche		8	8
KEEP	B Star		8	8
KEEP	Back Focal Length		8	8
DROP	Back Warming	N/A	8	8
DROP	Titan rocket	N/A	8	8
DROP	Where Did the Moon Come From?	N/A	8	8
DROP	Will Artemis II Land on the Moon?	N/A	8	8
DROP	World Monuments Fund Lists the Moon as "At Risk"	N/A	8	8
KEEP	AI Velorum Stars		7	8
KEEP	Antalgol Star		7	8
KEEP	Anti-Matter	N/A	7	8
KEEP	Aperture	N/A	7	8
MERGE	Aperture Photometry	aperture	7	8
KEEP	Aurigae Stars		7	8
KEEP	Ba or Barium Stars		7	8
DROP	DSP	N/A	7	8
KEEP	Electromagnetic Force	N/A	7	8
KEEP	Europa	N/A	7	8
MERGE	Extragalactic Astronomy	astronomy	7	8
KEEP	Fermi Level		7	8
KEEP	Fermi Statistics		7	8
KEEP	Fermi's Question		7	8
KEEP	Fermi-Dirac Nuclei		7	8
KEEP	Fermi-Dirac statistics		7	8
KEEP	Fermi-Dirac-Sommerfeld Law		7	8
KEEP	Fermilab		7	8
KEEP	Fermion		7	8
KEEP	Fermium		7	8
MERGE	Galactic Astronomy	astronomy	7	8
KEEP	Galileo (spacecraft)	N/A	7	8
MERGE	Hubble Parameter	hubble-law	7	8
DROP	Is Comet 3I/ATLAS an Alien Spacecraft?	N/A	7	8
DROP	Korea Space Launch Vehicle-1	N/A	7	8
KEEP	Newton's Laws of Motion	N/A	7	8
DROP	RTI	N/A	7	8
DROP	Soliton	N/A	7	8
DROP	Spacelab	N/A	7	8
MERGE	Ultraviolet-Bright Stars	ultraviolet	7	8
KEEP	Ursa Minor Dwarf Galaxy		7	8
KEEP	UV Ceti Stars		7	8
MERGE	UV Stars	ultraviolet	7	8
KEEP	van Biesbroeck's Star	N/A	7	8
