KEEP	red-supergiant	supergiant	7	9
DROP	sco		7	9
DROP	soyuz		7	9
DROP	tauri		7	9
DROP	theory-of-everything		7	9
DROP	barotropic-bas		6	9
DROP	bessel-equation		6	9
DROP	biasing		6	9
DROP	bib		6	9
MERGE:big-bang	big-bang	big-bang	6	9
MERGE:big-bang	big-bang-expansion	big-bang	6	9
MERGE:big-bang	big-bang-theory	big-bang	6	9
MERGE:big-bang	big-bang-model	big-bang	6	9
KEEP	binding-energy		6	9
MERGE:binding-energy	binding-energy-curve	binding-energy	6	9
MERGE:binding-energy	binding-energy-nuclear	binding-energy	6	9
MERGE:blackbody-radiation	blackbody-radiation	blackbody-radiation	6	9
KEEP	bodes-law		6	9
DROP	breit-wigner-equation		6	9
KEEP	butterfly-diagram		6	9
DROP	carbon-black		6	9
DROP	carboxyl-group		6	9
MERGE:equinox	catalog-equinox	equinox	6	9
DROP	catastrophism		6	9
DROP	cation		6	9
DROP	cbr		6	9
KEEP	center-of-curvature		6	9
DROP	characteristic-value		6	9
MERGE:galaxy-groups-and-clusters	cluster	galaxy-groups-and-clusters	6	9
MERGE:galaxy-groups-and-clusters	clustering	galaxy-groups-and-clusters	6	9
KEEP	coma-cluster		6	9
MERGE:cosmic-microwave-background	cosmic-microwave-background	cosmic-microwave-background	6	9
MERGE:cosmic-microwave-background	cosmic-microwave-background-cmb	cosmic-microwave-background	6	9
KEEP	crab-nebula		6	9
KEEP	crab-pulsar		6	9
KEEP	crux		6	9
DROP	dq-herculis		6	9
DROP	dra		6	9
KEEP	drake-equation		6	9
DROP	drell-yan-annihilation		6	9
MERGE	eclipse	Eclipse	6	9
MERGE:eclipse	eclipse-year	eclipse	6	9
MERGE:eclipse	eclipse-annular	eclipse	6	9
MERGE:eclipse	eclipse-lunar	eclipse	6	9
MERGE:eclipse	eclipse-solar	eclipse	6	9
KEEP	eclipsing-binary		6	9
DROP	els		6	9
MERGE:equinox	equinoxes-precession-of-the	equinox	6	9
DROP	europa-clipper		6	9
KEEP	exoplanet		6	9
KEEP	extraterrestrial-life		6	9
KEEP	gravity		6	9
DROP	gravity-recovery-and-climate-experiment		6	9
DROP	gravity-recovery-and-interior-laboratory		6	9
KEEP	great-attractor		6	9
MERGE:galaxy-groups-and-clusters	group	galaxy-groups-and-clusters	6	9
KEEP	h-and-k-emission-line-stars		6	9
MERGE:hadron	hadron	hadron	6	9
DROP	heavy-metal-stars		6	9
DROP	helium-weak-stars		6	9
DROP	helmholtz-free-energy		6	9
KEEP	herbig-ae-be-stars		6	9
KEEP	hertzsprung-russell-diagram		6	9
KEEP	hertzsprung-gap		6	9
MERGE:hierarchical-clustering	hierarchical-clustering	hierarchical-clustering	6	9
