KEEP	Uhuru		3	5
KEEP	Ultra-High Frequency		3	5
DROP	Ultramicroscopic		3	5
KEEP	Umbra		3	5
DROP	unit vectors		3	5
DROP	Unitarity		3	5
MERGE	units	si-units	3	5
MERGE	Universal Time (UT)	coordinated-universal-time	3	5
DROP	Weight		3	5
MERGE	BCG	brightest-cluster-galaxies	2	5
DROP	Comparison unit:1 U.S. year		2	5
DROP	Complex Number		2	5
DROP	Complex Number Astrophysics		2	5
DROP	Conic Constant		2	5
KEEP	Conjunction		2	5
KEEP	Constant of Precession		2	5
DROP	Constants		2	5
DROP	Cosecant Law		2	5
DROP	Cosine Law		2	5
KEEP	Coulomb's Law		2	5
DROP	Coupling Constant		2	5
DROP	Curie (unit)		2	5
DROP	current law		2	5
KEEP	Curvature Constant		2	5
DROP	Day Numbers		2	5
DROP	Debye Unit		2	5
DROP	Dipole Moment		2	5
DROP	Dirac Function		2	5
DROP	DMA		2	5
DROP	e-Folding Time		2	5
KEEP	Edmond Halley		2	5
DROP	Electron Conduction		2	5
DROP	Enthalphy (H)		2	5
DROP	Entrance Pupil		2	5
MERGE	Ephemeris Longitude	epoch	2	5
MERGE	Ephemeris Second	epoch	2	5
MERGE	Ephemeris Time	epoch	2	5
MERGE	Ephemeris Transit	epoch	2	5
KEEP	Equatorial Mount		2	5
KEEP	Equivalent Width		2	5
DROP	Even-Odd Nuclei		2	5
KEEP	G-Type Star		2	5
KEEP	Hertz		2	5
DROP	Hydrodynamics		2	5
DROP	j-j Coupling		2	5
KEEP	Jansky		2	5
KEEP	K-type Star		2	5
KEEP	Late Type Stars		2	5
DROP	Low-Velocity Star		2	5
KEEP	M-Type		2	5
KEEP	M-type Star		2	5
DROP	Night-Sky Light		2	5
KEEP	O-type Star		2	5
DROP	Poincaré's Theorem		2	5
DROP	Poisson Distribution		2	5
DROP	Poisson's Equation		2	5
KEEP	Post-Newtonian Effects		2	5
DROP	Potts Model		2	5
KEEP	Poynting-Robertson Effect		2	5
DROP	Primary Theory		2	5
MERGE	Principle of Equivalence	general-relativity	2	5
MERGE	Ptolemaic Model of the Universe	alternative-cosmologies	2	5
DROP	radiation effects		2	5
KEEP	Radiocarbon Dating		2	5
DROP	Raman Effect		2	5
DROP	Ramsauer Effect		2	5
KEEP	Rayleigh-Jeans Law		2	5
DROP	Razin Effect		2	5
KEEP	Refraction, Law of		2	5
DROP	Regge-Wheeler Equations		2	5
DROP	Restoration		2	5
KEEP	Rosseland Mean Absorption Coefficient		2	5
KEEP	Sky		2	5
KEEP	40 Eridani		1	5
KEEP	Early-Type Spiral		1	5
KEEP	Elastic Scattering		1	5
KEEP	Pleione		1	5
DROP	Preamplifier		1	5
DROP	Pumping (optical)		1	5
MERGE	Intrinsic Brightness	luminosity	9	4
DROP	North Point		9	4
KEEP	Northern Cross		9	4
DROP	Larmor Radius		8	4
MERGE	Venus Express	venus	7	4
MERGE	Aeon (or Eon)	year	6	4
MERGE	charm quark	quark	6	4
MERGE	down quark	quark	6	4
KEEP	Gamma Ray		6	4
KEEP	Quark		6	4
DROP	Squark		6	4
MERGE	strange quark	quark	6	4
MERGE	top quark	quark	6	4
KEEP	Ultrashort-Period Cepheids		6	4
MERGE	up quark	quark	6	4
MERGE	Viking Space Probes	mars	6	4
KEEP	Wilkinson Microwave Anisotropy Probe (WMAP)		6	4
KEEP	Young Disk Cepheids		6	4
DROP	Faraday's law		5	4
MERGE	Gamma Decay	gamma-ray-burst	5	4
MERGE	gamma-rays	gamma-ray-burst	5	4
MERGE	Primordial Quarks	quark	5	4
MERGE	quark confinement	quark	5	4
MERGE	Quark Jet	quark	5	4
MERGE	Quark-Hadron Phase Transition	quark	5	4
MERGE	quarks	quark	5	4
MERGE	refraction, light	light	5	4
KEEP	Ultraviolet Excess		5	4
MERGE	Ultraviolet Excess Screening	ultraviolet	5	4
MERGE	Ultraviolet Light	ultraviolet	5	4
KEEP	Amalthea		4	4
DROP	BAD Nuclei		4	4
KEEP	f Number		4	4
DROP	POSS		4	4
KEEP	Prime Focus		4	4
DROP	Projectile		4	4
KEEP	RADAR		4	4
KEEP	Radian		4	4
DROP	V Velocity		4	4
DROP	Valence Electron		4	4
KEEP	Velocity		4	4
KEEP	Velocity Dispersion		4	4
DROP	Velocity Profiles		4	4
DROP	Velocity Space		4	4
DROP	velocity, relative		4	4
DROP	velocity, terminal		4	4
MERGE	Velocity-Distance Relation	hubble-law	4	4
DROP	Velocity-of-Light Radius		4	4
KEEP	Virial Mass		4	4
DROP	W Velocity		4	4
DROP	F component		3	4
KEEP	Henry Draper Catalogue		3	4
MERGE	Hirayama Families	asteroid	3	4
DROP	IC-5148		3	4
DROP	Platonic Solids		3	4
DROP	Predictability		3	4
KEEP	Prograde Motion		3	4
KEEP	PSF		3	4
MERGE	Psyche	asteroid	3	4
KEEP	Puppis		3	4
KEEP	Pyxis		3	4
MERGE	Quadrant	astrolabe	3	4
DROP	Quadrupole		3	4
DROP	Rare Gases		3	4
KEEP	Ras Algethi		3	4
KEEP	Rayleigh-Taylor Instability		3	4
MERGE	Reconnection	solar-flare	3	4
KEEP	References: Harvard Tower		3	4
DROP	RF Power		3	4
DROP	Richardson-Lucy Method		3	4
KEEP	Ulysses		3	4
KEEP	Umklapp Scattering		3	4
DROP	unidentified flying object		3	4
DROP	Unidentified Flying Objects: What We Know		3	4
DROP	Unification		3	4
DROP	Unified Theories		3	4
DROP	Uniform Vibration		3	4
DROP	Uniformitarianism		3	4
DROP	Universal Attraction		3	4
DROP	Universality		3	4
DROP	Universality Class		3	4
DROP	Unstable Equilibrium		3	4
MERGE	Upper Culmination	meridian-transit	3	4
DROP	Urania		3	4
KEEP	Uraniborg		3	4
DROP	uranium-235 fission		3	4
DROP	Uranium-Lead Dating		3	4
MERGE	UT1	coordinated-universal-time	3	4
MERGE	UTC	coordinated-universal-time	3	4
MERGE	UV	ultraviolet	3	4
DROP	uvby System		3	4
DROP	V1016 Cygni		3	4
DROP	V1057 Cygni		3	4
DROP	V444 Cygni		3	4
DROP	Vacancy		3	4
KEEP	Vacuum		3	4
DROP	Vacuum Expectation Value		3	4
DROP	Vacuum Fluctuation		3	4
DROP	Vacuum Genesis		3	4
DROP	Vacuum Higgs Value		3	4
DROP	Valence		3	4
DROP	Valence Band		3	4
KEEP	van Allen Belts		3	4
MERGE	Vanguard	satellite	3	4
DROP	Vapor Pressure		3	4
DROP	VBLR		3	4
DROP	Vector		3	4
DROP	Vector Meson		3	4
DROP	Vector Space		3	4
DROP	Vector Translation		3	4
KEEP	Vela X		3	4
MERGE	Venera	venus	3	4
DROP	Veneziano Theory		3	4
KEEP	Vernal Equinox		3	4
DROP	Vertex		3	4
DROP	Vertical		3	4
KEEP	Very Long Baseline Interferometry		3	4
DROP	Vibration Number		3	4
DROP	Vibrational Energy		3	4
DROP	Vibrational Pattern		3	4
DROP	Vibrational Transition		3	4
DROP	Vidicon		3	4
KEEP	Vignetting		3	4
MERGE	Viking	mars	3	4
MERGE	Virginis	virgo-cluster	3	4
KEEP	Virgo		3	4
MERGE	Virgo A	virgo-cluster	3	4
MERGE	Virgo Infall	virgo-cluster	3	4
MERGE	Virgo X-1	virgo-cluster	3	4
DROP	Virtual Pairs		3	4
DROP	Virtual Phase		3	4
DROP	Viscosity		3	4
DROP	Visibility Function		3	4
MERGE	visible light	light	3	4
MERGE	visual binaries	Visual Binary	3	4
KEEP	VLA		3	4
KEEP	VLBI		3	4
